name,trade_date,close,VMF1,VMF2,VMF3,VMF4,VMF5,VMF6,VMF7,VMF8,VMF9,CCI,MACD,RSI,volume,OpenInterest
Brent oil,2016-04-20,45.4,0.021694386,0.021436814,-0.063719027,0.017484023,0.175878539,0.485089026,2.092542327,-8.485881037,50.5698617,121.0216308,1.447661905,68.65025997,176378,464925
Brent oil,2016-04-21,44.54,0.004046553,-0.064790187,-0.099402345,-0.005673797,0.251271148,0.464889331,2.223164641,-8.408812276,50.61385315,128.0031694,1.478025997,63.69154728,208109,488351
Brent oil,2016-04-22,45.09,-0.029400237,0.074589707,0.152631567,-0.031339392,-0.025493526,0.429877197,2.352714783,-8.329980725,50.65901217,121.9200829,1.52884657,65.41222036,230619,510725
Brent oil,2016-04-25,44.55,0.049954094,-0.05424371,-0.03001258,0.020901012,-0.282632954,0.379261026,2.480883149,-8.249396733,50.70537742,98.5003111,1.508163583,62.29095039,176210,557376
Brent oil,2016-04-26,46.26,-0.067207037,0.011596539,-0.14082205,0.037891469,-0.155957618,0.308860113,2.607071248,-8.167236469,50.75284398,109.3472578,1.61118217,67.56843926,174906,568810
Brent oil,2016-04-27,47,0.080496505,0.033001047,0.151798815,-0.044087549,0.193332105,0.207853513,2.725807733,-8.088351489,50.79666952,119.8353325,1.732565027,69.55421073,288965,586940
Brent oil,2016-04-28,47.68,-0.082200102,-0.051127934,0.037387571,-0.031438736,0.296818593,0.073921876,2.835726099,-8.013691321,50.83597854,120.7758772,1.862166239,71.2936198,274447,587935
Brent oil,2016-04-29,47.32,0.078595532,0.04717977,-0.190303457,0.077698021,-0.000624172,-0.090455702,2.934003538,-7.945820609,50.86825609,106.3171263,1.913766434,69.04465415,297848,588422
Brent oil,2016-05-02,45.91,-0.058634844,-0.013152993,0.124547779,0.04297602,-0.298048591,-0.269872965,3.021680053,-7.883836019,50.89438715,67.1522185,1.819906001,60.93668191,168090,587191
Brent oil,2016-05-03,45.23,0.029650632,-0.020371419,0.11547727,-0.092495568,-0.175223842,-0.437282306,3.103859039,-7.823151662,50.91887275,35.0760851,1.67138394,57.43380963,276403,568786
Brent oil,2016-05-04,44.92,0.004136895,0.031570292,-0.2394663,-0.050234638,0.198628928,-0.565645776,3.184444171,-7.760413652,50.94497791,18.14725702,1.511244048,55.85741906,293821,551115
Brent oil,2016-05-05,45.22,-0.042220769,-0.022192486,0.059023919,0.102499905,0.289671073,-0.633465269,3.265832294,-7.693656556,50.97460005,23.4437156,1.392487789,57.08499843,280794,526356
Brent oil,2016-05-06,45.28,0.074649843,-0.003271956,0.21675689,0.047033114,-0.041933884,-0.628038801,3.349331897,-7.621840751,51.00873737,9.285480737,1.288362655,57.3405168,283651,513866
Brent oil,2016-05-09,43.45,-0.101768128,0.018473965,-0.24216102,-0.12197647,-0.327257621,-0.546604521,3.435911763,-7.54412905,51.04820576,-13.1168516,1.046118032,47.96090457,364584,478804
Brent oil,2016-05-10,45.44,0.110837471,-0.021830579,-0.056214181,-0.053091533,-0.151074446,-0.394815746,3.528616747,-7.457467078,51.09605749,-4.741071439,1.003150102,56.32700263,343209,433409
Brent oil,2016-05-11,47.4,-0.111258116,-0.005594517,0.29266721,0.116176138,0.228374949,-0.197829524,3.623597307,-7.36520044,51.14903046,45.80164034,1.114407136,62.68930405,381737,387297
Brent oil,2016-05-12,47.91,0.100269799,0.041081179,-0.162481312,0.046912218,0.271043838,0.011962124,3.716602638,-7.270873654,51.20369572,70.28422217,1.229558292,64.15268262,353848,370882
Brent oil,2016-05-13,47.85,-0.079078839,-0.053976116,-0.181437537,-0.110514011,-0.066051042,0.2040179,3.805372636,-7.176081926,51.25856272,65.94857981,1.300978049,63.83546949,239047,364875
Brent oil,2016-05-16,49.13,0.050431661,0.026807609,0.306216373,-0.040290183,-0.293976345,0.352421914,3.88802135,-7.082091896,51.31246024,83.44427748,1.444216,67.524678,294377,361468
Brent oil,2016-05-17,49.36,-0.014543568,0.033984903,-0.039183363,0.10752695,-0.099568803,0.438833241,3.962367698,-6.990528876,51.36384775,86.08193363,1.558328743,68.15333943,262324,331109
Brent oil,2016-05-18,48.54,-0.020421749,-0.084539291,-0.281272599,0.043504146,0.232563124,0.458299012,4.028592995,-6.900848206,51.4133209,73.10241509,1.564561476,63.43829737,319810,309407
Brent oil,2016-05-19,50.64,0.05035017,0.086989023,0.249640235,-0.099689712,0.233132853,0.41802317,4.088702907,-6.810784608,51.46317903,101.9261647,1.719136278,69.29663652,78661,320211
Brent oil,2016-05-20,49.29,-0.072052439,-0.032971132,0.094553658,-0.053737379,-0.102067439,0.325964278,4.138859218,-6.723743047,51.51008694,69.62175878,1.712958289,62.37716555,156511,347240
Brent oil,2016-05-23,48.95,0.089269726,-0.041865516,-0.310387979,0.103955351,-0.283173568,0.203267994,4.180511943,-6.638068937,51.55572906,52.77510486,1.661474584,60.73237415,154800,383721
Brent oil,2016-05-24,49.63,-0.10230481,0.092958438,0.134180081,0.06648885,-0.050803383,0.07341873,4.214454551,-6.5527981,51.60109654,61.86559638,1.656449179,62.84267471,161440,397784
Brent oil,2016-05-25,50.25,0.110951872,-0.090466143,0.200657894,-0.112181886,0.248025636,-0.043323892,4.239891243,-6.468479271,51.64568515,82.54247586,1.683093671,64.70514165,195051,417063
Brent oil,2016-05-26,49.91,-0.113928725,0.036138509,-0.274131518,-0.078694503,0.180210935,-0.131764032,4.25520192,-6.386457912,51.68820275,87.70432613,1.657665924,62.84483046,266540,443205
Brent oil,2016-05-27,50.03,0.115026339,0.04449666,0.012466753,0.127191568,-0.14086936,-0.181421963,4.25941181,-6.307521322,51.72790347,74.51270024,1.62842577,63.24646672,228657,452246
Brent oil,2016-05-30,50.28,-0.111211332,-0.100395263,0.257452926,0.097353571,-0.239760368,-0.186236852,4.253357396,-6.230788438,51.7656879,77.67691506,1.606902279,64.116727,58249,457059
Brent oil,2016-05-31,49.52,0.104853344,0.099936665,-0.203167904,-0.140652018,0.012550421,-0.149304027,4.236298807,-6.156998431,51.80083334,64.55895919,1.511100087,59.50403211,229126,453762
Brent oil,2016-06-01,49.74,-0.092436934,-0.03579157,-0.091158271,-0.10625948,0.238931935,-0.076181125,4.211038562,-6.083527773,51.83595033,39.23139421,1.436370734,60.39232564,265995,453791
Brent oil,2016-06-02,49.95,0.071396755,-0.059611843,0.258990537,0.153829812,0.109366627,0.018819504,4.178367066,-6.009716476,51.87169854,39.83771492,1.378205335,61.26574187,270116,442490
Brent oil,2016-06-03,49.84,-0.043263908,0.126976527,-0.111485341,0.111547726,-0.1778598,0.117908148,4.140172308,-5.933759454,51.90989374,35.64614879,1.30815318,60.51299555,227821,441621
Brent oil,2016-06-06,50.48,0.003040704,-0.129467281,-0.168284575,-0.179036709,-0.207855303,0.196646099,4.094762529,-5.857183796,51.949068,42.29139505,1.289415417,63.33558476,223756,434913
Brent oil,2016-06-07,51.49,0.048922983,0.058312466,0.235326909,-0.120938109,0.056187258,0.230208123,4.0380988,-5.783711139,51.98559068,54.71799519,1.34061044,67.30723686,208823,433551
Brent oil,2016-06-08,52.7,-0.105166277,0.060058075,-0.006102301,0.212953277,0.242634564,0.205178323,3.968870658,-5.714467955,52.01840641,80.53951377,1.461967106,71.31603591,260745,424529
Brent oil,2016-06-09,51.86,0.166875552,-0.154836576,-0.220815372,0.134604557,0.091747851,0.117310451,3.88364862,-5.652793168,52.04423755,68.09853043,1.473377974,65.32728984,213124,406286
Brent oil,2016-06-10,50.48,-0.216323691,0.184290348,0.18534089,-0.227167204,-0.169461264,-0.01806957,3.783808851,-5.597629217,52.06413476,29.86391146,1.35544201,56.87702941,210059,393303
Brent oil,2016-06-13,50,0.251597968,-0.114055976,0.081522879,-0.129600086,-0.172476386,-0.170795136,3.673755752,-5.545214661,52.08179967,1.401682301,1.209304808,54.24851628,208806,370328
Brent oil,2016-06-14,49.25,-0.26642703,-0.030968188,-0.255562025,0.244783125,0.060410186,-0.307727514,3.556368064,-5.493339438,52.09938351,-21.91328154,1.021199538,50.33432367,224005,353121
Brent oil,2016-06-15,50.24,0.255033689,0.176577309,0.114355619,0.120768607,0.183691189,-0.398492058,3.433672537,-5.440580256,52.11826618,13.89557151,0.941160371,54.954556,83309,372591
Brent oil,2016-06-16,47.57,-0.217128181,-0.242415426,0.172429375,-0.26581335,0.040237076,-0.420540831,3.307088842,-5.38604394,52.13931313,-78.94612747,0.654734695,43.26485373,151611,410988
Brent oil,2016-06-17,49.84,0.147171087,0.174162975,-0.257635539,-0.116500606,-0.144468699,-0.360888735,3.18006223,-5.326708443,52.16553761,-36.90609336,0.603948371,52.51333989,119980,422355
Brent oil,2016-06-19,50.02,-0.055802704,-0.008662356,0.007085958,0.265547512,-0.131681951,-0.232416286,3.046817341,-5.26829719,52.19129655,-5.61167856,0.571634888,53.16529485,740,422355
Brent oil,2016-06-20,51.01,-0.045098901,-0.163151959,0.277617925,0.115615929,0.053038354,-0.053830347,2.906484702,-5.211713276,52.21575205,24.321774,0.618778058,56.68743959,157169,422063
Brent oil,2016-06-21,51.59,0.146502036,0.25022999,-0.215610835,-0.263500849,0.164519461,0.14623041,2.756567034,-5.159502536,52.23642427,44.42461078,0.694929794,58.64943652,177566,438287
Brent oil,2016-06-22,50.53,-0.229813806,-0.195015959,-0.130888193,-0.105932186,0.066043866,0.336560237,2.595060761,-5.113870405,52.25115033,25.45028213,0.662115003,53.84855413,224174,434544
Brent oil,2016-06-23,51.82,0.29337679,0.038960544,0.344063974,0.27964844,-0.100877538,0.492658202,2.423794234,-5.073537535,52.26119311,60.06437522,0.731765922,58.32005099,207608,439716
Brent oil,2016-06-24,49.04,-0.324284481,0.139442341,-0.117902265,0.108407089,-0.124915073,0.596076111,2.245371047,-5.036686664,52.26831437,-48.11107111,0.556230135,47.61374343,283840,469227
Brent oil,2016-06-27,48.11,0.319816234,-0.239949269,-0.282275752,-0.286211936,0.013156287,0.639479057,2.066467716,-4.997634649,52.27810549,-119.7170565,0.338175258,44.66005992,230404,481084
Brent oil,2016-06-28,49.39,-0.288878372,0.195633364,0.327454674,-0.121745923,0.115466373,0.616591287,1.890776138,-4.953427592,52.29347586,-77.08842258,0.265588956,49.31999616,299226,482459
Brent oil,2016-06-29,50.96,0.226084555,-0.047193614,0.041478578,0.271411237,0.039183098,0.517717269,1.715510856,-4.907076389,52.31146394,18.91230538,0.330934856,54.39281048,317841,485617
Brent oil,2016-06-30,49.74,-0.137258905,-0.119236259,-0.371060399,0.125956734,-0.092999877,0.338035594,1.535237381,-4.863991878,52.3267538,-12.82939217,0.281038512,50.18879812,309512,509766
Brent oil,2016-07-01,50.55,0.037166207,0.220099704,0.25012214,-0.247975,-0.06948117,0.089700097,1.348420563,-4.825866955,52.33771496,-8.984647338,0.303358601,52.79734578,248693,507556
Brent oil,2016-07-04,50.04,0.069758604,-0.195043162,0.199812414,-0.121552722,0.073793236,-0.20197745,1.153843861,-4.794251451,52.34283115,2.551110342,0.276705011,50.9868409,113446,499299
Brent oil,2016-07-05,48.18,-0.163236075,0.073260882,-0.406634152,0.241342977,0.113208571,-0.498643057,0.952270684,-4.768991738,52.34224255,-120.8959993,0.104293167,44.93484887,305737,497418
Brent oil,2016-07-06,49.25,0.237499037,0.08399797,0.10978772,0.133929911,-0.014771432,-0.75231427,0.748135866,-4.746532421,52.33944457,-113.9934873,0.053380262,48.70671502,279124,478575
Brent oil,2016-07-07,46.45,-0.282399403,-0.192733958,0.331803305,-0.235132479,-0.126854501,-0.923280137,0.540956432,-4.728173426,52.33309199,-185.0280077,-0.210478911,40.82585425,328097,475066
Brent oil,2016-07-08,46.44,0.29791715,0.206340071,-0.357085638,-0.135206143,-0.04276867,-0.973509929,0.335995979,-4.709694155,52.32731798,-199.6904422,-0.415605285,40.80046344,237284,464773
Brent oil,2016-07-11,46.07,-0.287968953,-0.126605637,-0.075804332,0.226028616,0.111190426,-0.883738751,0.136026521,-4.689242231,52.32390904,-183.3995545,-0.601096258,39.8138171,229276,448066
Brent oil,2016-07-12,48.19,0.250404933,-0.014437691,0.409620657,0.126873199,0.085907581,-0.657982909,-0.05833793,-4.666869921,52.32279078,-92.49709506,-0.570457035,47.62848253,321525,409002
Brent oil,2016-07-13,46.56,-0.19136629,0.147888182,-0.225438318,-0.225820706,-0.089843567,-0.324783685,-0.249886333,-4.645801817,52.3207559,-126.1027701,-0.6699795,43.00500244,299796,382400
Brent oil,2016-07-14,47.28,0.11982256,-0.20658355,-0.237144637,-0.114470186,-0.125673996,0.075583171,-0.437689759,-4.625621756,52.3182198,-109.9225311,-0.682881951,45.5207272,289355,355385
Brent oil,2016-07-15,49.56,-0.04390911,0.161997351,0.395277547,0.224156175,0.050089677,0.489178462,-0.623049599,-4.608071523,52.31345118,8.03806553,-0.503328236,52.6484046,97513,376905
Brent oil,2016-07-18,48.48,-0.022993804,-0.030943993,-0.051336172,0.107286583,0.16230254,0.858172717,-0.807666818,-4.595332006,52.30427061,-18.0926222,-0.44307016,49.35445688,79558,379717
Brent oil,2016-07-19,48.19,0.079932684,-0.110236557,-0.339873149,-0.207884697,0.027665456,1.134638611,-0.989147834,-4.585737087,52.29229791,-21.53822547,-0.413944087,48.47739608,80376,381216
Brent oil,2016-07-20,48.54,-0.119898544,0.191223104,0.293568602,-0.096669648,-0.158510694,1.27901974,-1.167311888,-4.579865207,52.276901,-20.65345014,-0.358486975,49.64055482,125673,383022
Brent oil,2016-07-21,47.52,0.146895326,-0.163968444,0.123063849,0.201700155,-0.099711832,1.270645583,-1.339989245,-4.576471439,52.25923743,-29.90054632,-0.392319871,46.35608876,83367,387450
Brent oil,2016-07-22,47.06,-0.160652853,0.048653754,-0.368001016,0.094527153,0.129873433,1.110232971,-1.503015934,-4.572438741,52.24230943,-68.28977927,-0.4510514,44.91284057,100398,387382
Brent oil,2016-07-25,46.05,0.162048996,0.086274437,0.135061832,-0.198669821,0.165987175,0.813163692,-1.655414132,-4.567737615,52.2260436,-105.1781877,-0.572495745,41.8331768,75875,377954
Brent oil,2016-07-26,44.95,-0.154582574,-0.166022383,0.262483469,-0.090557972,-0.064085365,0.415946452,-1.792474421,-4.558677335,52.21400499,-163.0033271,-0.748869567,38.71920147,213119,376926
Brent oil,2016-07-27,43.82,0.134312139,0.140722667,-0.321480376,0.18594711,-0.217913975,-0.0364776,-1.912272558,-4.544166767,52.20718213,-160.7127939,-0.96866251,35.77326521,349557,392004
Brent oil,2016-07-28,43.16,-0.110378002,-0.038805636,-0.036904829,0.077839529,-0.046468922,-0.491820588,-2.011749864,-4.521834141,52.20785694,-161.9259252,-1.182475642,34.13944744,336668,392901
Brent oil,2016-07-29,43.21,0.075503276,-0.088269023,0.3308652,-0.189501444,0.199373144,-0.900659187,-2.0899404,-4.49111601,52.21654004,-145.4898724,-1.332528943,34.38394016,286584,407230
Brent oil,2016-08-01,42.22,-0.041102957,0.153005936,-0.202854748,-0.082317875,0.136223518,-1.220325805,-2.146573714,-4.451878912,52.23334419,-133.740857,-1.513880915,31.86184559,234773,407830
Brent oil,2016-08-02,41.97,0.000233085,-0.129175751,-0.185250039,0.177952786,-0.154298831,-1.417814234,-2.180806701,-4.403188087,52.2592081,-128.7743386,-1.658656609,31.2387019,262560,411261
Brent oil,2016-08-03,43.44,0.032577846,0.017476951,0.31388586,0.066315208,-0.234793271,-1.476755582,-2.193913048,-4.345862958,52.29336641,-96.64088848,-1.635917832,38.81604308,320440,409735
Brent oil,2016-08-04,44.22,-0.063059969,0.101721137,-0.047368592,-0.186613411,0.029607282,-1.399981004,-2.190688506,-4.283870136,52.33196066,-65.45736121,-1.537237391,42.44056906,276418,422110
Brent oil,2016-08-05,44.42,0.088566325,-0.154525378,-0.261584432,-0.057092735,0.261383843,-1.20230218,-2.175738918,-4.220895066,52.37141737,-49.77918661,-1.426450864,43.36697954,236874,430747
Brent oil,2016-08-08,45.17,-0.105947324,0.111774343,0.233875906,0.200664059,0.121484126,-0.902301364,-2.149631906,-4.156765216,52.41197672,-21.21077735,-1.263567393,46.82337697,221512,414615
Brent oil,2016-08-09,44.99,0.112778554,-0.001883487,0.07766681,0.048581143,-0.198913309,-0.524115197,-2.111664104,-4.090116749,52.45504618,-13.28682665,-1.135911483,46.0962414,216218,398575
Brent oil,2016-08-10,43.84,-0.111801014,-0.111397118,-0.281190683,-0.218109286,-0.243449828,-0.098364787,-2.061400104,-4.019803793,52.50181579,-34.62222568,-1.114689201,41.64644066,284858,377284
Brent oil,2016-08-11,46.73,0.096886028,0.150766089,0.12427719,-0.046822632,0.056550252,0.340102329,-1.997659773,-3.943798171,52.55437441,23.82211704,-0.854817736,53.73362638,137343,388918
Brent oil,2016-08-12,47.91,-0.07725805,-0.103705673,0.164246001,0.217034049,0.265532995,0.746725301,-1.924660324,-3.865077552,52.60987034,72.72861363,-0.547342169,57.59583075,98048,387561
Brent oil,2016-08-15,48.84,0.053721792,-0.002698202,-0.231915619,0.036794186,0.086366465,1.078637896,-1.846539526,-3.786374555,52.66572189,102.4166148,-0.226016957,60.40148599,108418,390164
Brent oil,2016-08-16,49.17,-0.027408554,0.107039277,0.021787835,-0.216501645,-0.211843065,1.299331939,-1.768176185,-3.711117804,52.71865753,106.9494856,0.054634044,61.37799496,191034,397470
Brent oil,2016-08-17,50.04,0.005987354,-0.14136032,0.200541283,-0.018610193,-0.189135929,1.386893808,-1.692221652,-3.640642412,52.76747535,115.3923006,0.343296405,63.90515379,226900,424842
Brent oil,2016-08-18,51.2,0.013527859,0.092884469,-0.163675738,0.223513253,0.115669525,1.333435519,-1.62167374,-3.576731153,52.8105113,128.7767507,0.658079778,67.00519005,159302,439463
Brent oil,2016-08-19,51.04,-0.021412479,0.01750294,-0.054963461,0.011625897,0.252457318,1.145949371,-1.56002259,-3.521804697,52.84544342,121.8093557,0.88444191,66.16113418,138485,450961
Brent oil,2016-08-22,49.46,0.029316322,-0.105924055,0.204703014,-0.208390343,0.034120209,0.850639602,-1.507473386,-3.47535205,52.87282427,89.11480159,0.925672163,58.34506065,181333,465142
Brent oil,2016-08-23,49.94,-0.032652456,0.12620098,-0.101560594,0.011988296,-0.21223132,0.488584834,-1.461078542,-3.433983209,52.89604368,80.31722576,0.985716696,59.89513176,223793,485645
Brent oil,2016-08-24,49.29,0.036296377,-0.066791986,-0.121140049,0.193798758,-0.151285312,0.098947441,-1.423491075,-3.399812953,52.91301455,67.31351496,0.969675042,56.81206794,218501,508028
Brent oil,2016-08-25,49.93,-0.033607255,-0.021210405,0.204268198,-0.021363715,0.118597515,-0.275143116,-1.394456616,-3.372211823,52.92437307,65.23596136,0.997110498,59.0473108,192513,517934
Brent oil,2016-08-26,49.79,0.031065215,0.088390543,-0.035944145,-0.169771324,0.217921117,-0.597188321,-1.376047732,-3.352930464,52.92837624,68.06281225,0.99607434,58.33604483,187835,514280
Brent oil,2016-08-29,49.41,-0.0194009,-0.084132289,-0.169619423,0.043394339,0.024546666,-0.836873665,-1.369726906,-3.343304016,52.92367176,48.41300855,0.95359787,56.35186756,112615,510641
Brent oil,2016-08-30,48.68,0.011859491,0.033757884,0.186263281,0.165897672,-0.175779563,-0.970756589,-1.375466195,-3.343521102,52.91000163,31.46674986,0.851217755,52.64725204,300287,508803
Brent oil,2016-08-31,46.97,0.000996758,0.038428148,0.033991596,-0.039367992,-0.107270426,-0.980528401,-1.388529052,-3.349523992,52.89127853,-12.88899414,0.624894669,45.15816248,295265,504421
Brent oil,2016-09-01,45.82,-0.015332246,-0.079634555,-0.222729993,-0.148955849,0.107225552,-0.859976516,-1.402299966,-3.355610789,52.87302295,-52.52897515,0.348716814,40.94031466,290044,493826
Brent oil,2016-09-02,46.68,0.02446482,0.055605146,0.131958065,0.028963429,0.142740586,-0.622643909,-1.411927747,-3.357719209,52.85914234,-48.8149587,0.196968161,45.07205739,279344,473761
Brent oil,2016-09-05,47.4,-0.035023284,0.004988005,0.118580448,0.116709849,-0.046416127,-0.304167182,-1.416501014,-3.355379253,52.85001666,-16.51606228,0.133268012,48.33110033,287952,465612
Brent oil,2016-09-06,47.36,0.040561791,-0.065722886,-0.232878666,-0.031189334,-0.167865333,0.044086794,-1.418036142,-3.350746037,52.84345573,-32.33407712,0.078650881,48.16013948,215064,456450
Brent oil,2016-09-07,48.55,-0.041613463,0.081653215,0.062948804,-0.089920046,-0.032136851,0.368054824,-1.417715184,-3.345069207,52.83818675,-16.04766513,0.12989215,53.43707613,224227,440943
Brent oil,2016-09-08,49.69,0.03692526,-0.039875026,0.190211714,0.028146556,0.154506601,0.617834574,-1.417335469,-3.340190852,52.83234852,14.10967002,0.259498361,57.86226504,327241,425346
Brent oil,2016-09-09,47.88,-0.022026195,-0.028993538,-0.210184522,0.068988271,0.110442507,0.757736932,-1.417720036,-3.337121449,52.8248853,-11.08808605,0.213696979,49.77404568,262147,393897
Brent oil,2016-09-12,48.66,-0.001550279,0.083788361,-0.024757046,-0.012621008,-0.090745472,0.776757332,-1.413984874,-3.331442717,52.82011783,-13.69653744,0.237599634,52.83381677,154029,441331
Brent oil,2016-09-13,47.73,0.027396922,-0.095811059,0.220477041,-0.058352633,-0.161075052,0.67492155,-1.407000501,-3.324333729,52.81679804,-25.42865778,0.179431063,49.00083094,184070,440794
Brent oil,2016-09-14,46.44,-0.051415031,0.056521147,-0.14238292,-0.001920376,0.002132695,0.474729718,-1.393418934,-3.312884733,52.81773905,-58.14277353,0.028906615,44.20973783,218879,456274
Brent oil,2016-09-15,46.88,0.061240935,0.006147808,-0.112607514,0.042594338,0.158071462,0.212761556,-1.368992577,-3.293241343,52.82670171,-57.98202752,-0.054255349,46.14398956,244273,472008
Brent oil,2016-09-16,46.45,-0.064620871,-0.077563856,0.204669456,-0.004054362,0.06312518,-0.074058114,-1.334254179,-3.265965823,52.84309118,-70.58602103,-0.153094435,44.51954183,161929,506048
Brent oil,2016-09-19,46.38,0.052620802,0.112504247,-0.045090522,-0.042200272,-0.142855004,-0.347092441,-1.289098168,-3.230778902,52.86718372,-57.84225798,-0.234371844,44.24646588,152769,494340
Brent oil,2016-09-20,46.68,-0.03569834,-0.10259676,-0.16616723,-0.008189467,-0.145283439,-0.573865955,-1.235219536,-3.188942602,52.89775497,-70.22422167,-0.271448198,45.78139734,230967,496359
Brent oil,2016-09-21,47.48,0.011049207,0.039100741,0.154636413,0.02855215,0.068371387,-0.731388236,-1.176093612,-3.143304235,52.93202524,-23.54125911,-0.233585533,49.75396921,211835,501170
Brent oil,2016-09-22,48.06,0.015760028,0.051214484,0.049663562,0.017134593,0.186417036,-0.803303102,-1.113325643,-3.094857648,52.9690604,14.17641352,-0.154991302,52.47283661,300638,509106
Brent oil,2016-09-23,46.6,-0.041931038,-0.127165718,-0.179332954,-0.017949846,0.0290839,-0.783105248,-1.048532379,-3.044654264,53.00785716,-21.72033909,-0.208115579,45.76032685,309962,526563
Brent oil,2016-09-26,47.54,0.061779486,0.146231776,0.076599977,-0.025570313,-0.173670712,-0.670257919,-0.979451054,-2.990007743,53.05112075,-6.381635322,-0.172379721,50.17928628,236073,542973
Brent oil,2016-09-27,46.75,-0.078418097,-0.09988429,0.104984509,-0.001433775,-0.129780072,-0.478698271,-0.906253924,-2.930540132,53.0992692,-29.22984484,-0.205437044,46.73330165,317115,549827
Brent oil,2016-09-28,49.43,0.081674229,-0.007433605,-0.149832354,0.023816532,0.093430246,-0.23216538,-0.828146327,-2.864750115,53.15387023,68.94692773,-0.015206319,57.41691896,602694,562222
Brent oil,2016-09-29,49.61,-0.076698368,0.116633976,-0.000191741,0.000122904,0.162088044,0.028500826,-0.752190958,-2.798601754,53.20909849,134.6111858,0.148367113,58.02584825,440052,587140
Brent oil,2016-09-30,49.99,0.067345317,-0.164781219,0.152050424,-0.017708605,0.000650529,0.269488396,-0.679127132,-2.731917113,53.26523724,136.1548163,0.305145533,59.34748758,307875,588096
Brent oil,2016-10-03,50.8,-0.058071594,0.120377333,-0.108295374,-7.42E-05,-0.140887098,0.460626638,-0.610209716,-2.665057125,53.32202982,166.4034517,0.489115571,62.08777668,284259,595367
Brent oil,2016-10-04,51.31,0.051036352,-0.006742289,-0.080670556,0.007473805,-0.076695791,0.57675807,-0.548934608,-2.600554308,53.37706626,171.8714949,0.668361435,63.74487486,269265,582032
Brent oil,2016-10-05,51.61,-0.043367071,-0.107655048,0.176224825,0.007024631,0.084180744,0.606611829,-0.496845173,-2.539122496,53.42973725,173.6416259,0.825111197,64.72169031,302091,580412
Brent oil,2016-10-06,52.59,0.036894579,0.161211806,-0.040982181,0.00719099,0.118523252,0.552327958,-0.454832091,-2.480920549,53.47997908,174.0002877,1.016694502,67.77599353,293868,562351
Brent oil,2016-10-07,51.69,-0.027324294,-0.12102007,-0.155787824,-0.012345187,-0.005139912,0.425449772,-0.425802558,-2.428146274,53.52569564,139.7397624,1.083414248,62.43033556,310018,551044
Brent oil,2016-10-10,52.92,0.019305464,0.018863474,0.165372274,-0.011091809,-0.100861576,0.25041561,-0.410247739,-2.38075983,53.56700704,144.485663,1.22146061,66.33796141,334274,518826
Brent oil,2016-10-11,52.5,-0.006525915,0.092789159,0.04644605,0.025196557,-0.049099949,0.054975925,-0.411308727,-2.341444398,53.60131071,125.7653713,1.28219254,63.89416122,373849,500352
Brent oil,2016-10-12,51.66,-0.001422127,-0.13840097,-0.198896012,0.031661279,0.069772438,-0.125932777,-0.428432512,-2.309507109,53.62933532,93.64593665,1.248154108,59.19717553,254729,474112
Brent oil,2016-10-13,51.96,0.010200852,0.10326466,0.103422782,-0.025682648,0.096097763,-0.258938241,-0.460069923,-2.283484227,53.65255343,72.00542096,1.231193466,60.31910656,310648,469584
Brent oil,2016-10-14,52,-0.016159396,-0.009786045,0.12846089,-0.045304253,-0.00349674,-0.320758865,-0.50571802,-2.263021867,53.67133066,73.25789815,1.207065403,60.47515861,248439,450926
Brent oil,2016-10-17,51.68,0.024561163,-0.077792844,-0.197706012,0.033477639,-0.095931868,-0.302464065,-0.566383719,-2.249310845,53.68449596,54.47724633,1.148878852,58.4933169,247028,424651
Brent oil,2016-10-18,52.15,-0.028900885,0.117256176,0.02367704,0.069306093,-0.052605152,-0.207405791,-0.642058709,-2.242675631,53.69173145,50.0705286,1.127691341,60.53879509,274173,407968
Brent oil,2016-10-19,52.54,0.035569244,-0.081707463,0.18883611,-0.032162903,0.072462189,-0.051351106,-0.732442533,-2.243297178,53.69284985,63.29227206,1.129351366,62.20328921,292949,368279
Brent oil,2016-10-20,52.3,-0.037625457,0.005055274,-0.1622045,-0.082628134,0.107057147,0.138978362,-0.83775453,-2.252003533,53.68700796,54.59738366,1.098636555,60.51174665,208966,424212
Brent oil,2016-10-21,52.78,0.043430618,0.075044798,-0.062009839,0.046527216,-5.72E-05,0.331645985,-0.957591081,-2.269193689,53.67377021,43.15589566,1.100342768,62.69664934,191841,446291
Brent oil,2016-10-24,52.38,-0.043834237,-0.09997165,0.220349515,0.110531562,-0.102084959,0.49431708,-1.091223003,-2.295164308,53.65277614,27.32116843,1.057231195,59.73069032,219038,473409
Brent oil,2016-10-25,51.29,0.048133051,0.069744175,-0.095241925,-0.044600659,-0.05084772,0.601624906,-1.235702474,-2.32829704,53.62553672,6.078262516,0.924454535,52.44933842,215666,497694
Brent oil,2016-10-26,51.07,-0.05110704,0.000915497,-0.150486848,-0.124637262,0.083854269,0.637658706,-1.386393506,-2.365498163,53.59500946,-15.01224469,0.792342285,51.09546608,311886,502177
Brent oil,2016-10-27,51.43,0.054089164,-0.067495049,0.206132208,0.047106855,0.097783012,0.591776497,-1.541762584,-2.406747945,53.56109181,-11.05657082,0.708523944,53.22327215,292795,518500
Brent oil,2016-10-28,50.57,-0.051038365,0.097398669,0.006417462,0.145218421,-0.034310361,0.464386219,-1.700266084,-2.452093666,53.52360585,-31.74989882,0.566175968,47.86547877,268414,539648
