name,trade_date,open,high,low,close,volume,OpenInterest,CCI,MACD,RSI
Brent oil,2016/11/18,47.26,48.09,46.86,48.01,143278,435266,-4.091947722,-0.941797961,50.40989115
Brent oil,2016/11/21,48.11,50.24,48.07,50.1,183801,453741,45.0483781,-0.619744167,58.72167892
Brent oil,2016/11/22,50.52,51.02,49.2,50.12,315673,491776,60.63410228,-0.358764765,58.79285602
Brent oil,2016/11/23,50.13,50.49,49.56,49.93,244694,524523,57.19056201,-0.165361931,57.77366295
Brent oil,2016/11/24,50.16,50.24,49.78,49.91,63606,519749,56.39244247,-0.01354647,57.66035242
Brent oil,2016/11/25,49.96,50.03,47.84,48.1,172828,525272,29.17167579,-0.038835821,48.40730951
Brent oil,2016/11/28,47.97,49.76,47.3,48.99,374366,527800,31.00405392,0.01279031,52.44814236
Brent oil,2016/11/29,49.06,49.07,46.91,47.26,407079,536656,10.88768711,-0.084913324,45.06030075
Brent oil,2016/11/30,47.51,52.37,47.4,51.52,782952,539666,72.81607825,0.179334978,60.00134702
Brent oil,2016/12/1,51.72,54.53,51.51,53.7,460862,580910,131.4161377,0.558226554,65.21475151
Brent oil,2016/12/2,53.88,54.5,52.84,54.49,312780,570535,136.7234696,0.911737315,66.8985066
Brent oil,2016/12/5,54.4,55.33,53.77,54.19,288551,537896,135.109438,1.154382643,65.59993451
Brent oil,2016/12/6,54.5,54.94,53.51,53.89,280650,521233,116.4507719,1.3074024,64.25669726
Brent oil,2016/12/7,53.94,54.23,52.92,53.02,298565,505065,91.30532824,1.342988792,60.39454229
Brent oil,2016/12/8,53.15,54.05,52.81,53.98,334183,475225,87.32958085,1.432146349,63.03476993
Brent oil,2016/12/9,53.97,54.46,53.77,54.36,264797,447995,90.62558693,1.51599177,64.05619711
Brent oil,2016/12/12,55.88,57.89,55.11,55.45,372173,439605,120.0910515,1.651357934,66.88298225
Brent oil,2016/12/13,55.7,56.44,55.13,55.23,283432,417381,94.02897476,1.721045295,65.7588845
Brent oil,2016/12/14,55.85,56.5,54.28,54.47,202836,486760,71.55064051,1.695403821,61.88917186
Brent oil,2016/12/15,54.54,55.19,53.84,54.92,169354,511002,53.10722314,1.691890943,63.26751758
Brent oil,2016/12/16,54.85,55.97,54.39,55.95,161738,506545,58.69681491,1.752023121,66.27416106
Brent oil,2016/12/19,56,56.41,55.33,55.7,178038,507632,58.77960059,1.759226131,64.88590528
Brent oil,2016/12/20,55.64,56.49,55.4,56.21,216588,510194,56.94345385,1.785505115,66.43073948
Brent oil,2016/12/21,56.2,56.5,55.12,55.31,263497,527637,44.16968336,1.713951554,61.30503503
Brent oil,2016/12/22,55.34,55.99,54.82,55.63,164262,552573,36.09564474,1.663885926,62.41545167
Brent oil,2016/12/23,55.61,55.99,55.01,55.82,103016,569761,31.66431265,1.62085575,63.09267572
Brent oil,2016/12/28,56.71,57.27,56.61,56.63,208329,587433,46.77668853,1.633286744,65.91257341
Brent oil,2016/12/29,56.73,57.33,56.66,56.95,229913,612074,39.77734326,1.649940238,66.98575163
Brent oil,2016/12/30,57,57.2,56.46,56.75,129096,613287,31.1712507,1.628230693,65.59574145
Brent oil,2017/1/3,57.05,58.37,55.3,56.71,340817,615838,29.29218883,1.589475572,65.30387166
Brent oil,2017/1/4,55.73,57.63,55.33,57.63,282545,608912,29.71601131,1.614388505,68.74817513
Brent oil,2017/1/5,56.35,57.98,56.01,57.98,269612,603835,39.04830972,1.643429823,69.96954501
Brent oil,2017/1/6,56.88,58.17,56.28,58.17,234870,598922,42.53537433,1.662611142,70.64034495
Brent oil,2017/1/9,56.81,57,54.74,56.09,266387,592737,0.625249362,1.492766179,55.91531212
Brent oil,2017/1/10,54.95,55.36,53.58,54.79,332978,568790,-38.34226884,1.23898148,49.03546957
Brent oil,2017/1/11,53.8,56.09,53.7,56.09,419902,525652,-21.5380109,1.129731571,54.99840778
Brent oil,2017/1/12,55.19,56.98,55.01,56.98,331632,491937,9.713754549,1.10225963,58.5720954
Brent oil,2017/1/13,56,56.38,55.28,56.38,247086,447638,-1.432704742,1.020311418,55.37922349
Brent oil,2017/1/16,55.64,56.73,55.19,56.73,112583,411590,4.429361411,0.972399726,56.85665062
Brent oil,2017/1/17,55.74,56.95,55.4,56.44,335727,399648,3.291724457,0.900646694,55.22502869
Brent oil,2017/1/18,55.48,55.9,53.77,54.93,360148,364194,-60.86869602,0.713710311,47.57017881
Brent oil,2017/1/19,54.29,55.21,53.9,55.21,346867,327519,-66.85734194,0.581452913,48.98234873
Brent oil,2017/1/20,54.92,56.5,54.67,56.5,189006,390849,-11.8149824,0.574112183,54.99646195
Brent oil,2017/1/23,56.06,56.24,55.1,56.11,215101,434355,-17.90179933,0.530707199,52.96368867
Brent oil,2017/1/24,55.88,56.32,55.5,56.32,233418,460696,-6.095149599,0.507404637,53.95068767
Brent oil,2017/1/25,55.69,56.05,55.17,55.83,278300,494192,-32.37124672,0.444276936,51.2484375
Brent oil,2017/1/26,55.73,56.87,55.48,56.87,299608,502882,22.78418791,0.472717888,56.25644102
Brent oil,2017/1/27,56.33,56.72,55.09,56.05,263143,533561,-10.53880989,0.424200482,51.74314227
Brent oil,2017/1/30,55.66,55.86,55.04,55.69,272301,542867,-46.91942349,0.352636127,49.85219489
Brent oil,2017/1/31,55.34,56.44,54.96,55.91,363170,533076,-20.11099162,0.3100984,51.02996869
Brent oil,2017/2/1,55.55,57.12,55.36,57.12,301235,549072,69.30111831,0.369761453,57.01025774
Brent oil,2017/2/2,56.53,57.45,56.33,56.85,297350,542793,119.6312494,0.390753742,55.38490987
Brent oil,2017/2/3,56.92,57.3,56.39,57.15,259029,527015,141.1013355,0.426679283,56.85670973
Brent oil,2017/2/6,56.85,57.13,55.65,56.1,252700,519066,50.01978969,0.366202948,50.56885075
Brent oil,2017/2/7,55.91,55.98,54.58,55.33,317181,497960,-88.94421966,0.25322345,46.50698672
Brent oil,2017/2/8,54.5,55.68,54.44,55.47,409826,477283,-102.0130827,0.172989103,47.33527988
Brent oil,2017/2/9,55.3,56,55.23,56,263404,465454,-22.76308878,0.150435251,50.46246722
Brent oil,2017/2/10,55.66,57.06,55.59,57.06,284708,443668,83.87015284,0.215608898,56.07960452
Brent oil,2017/2/13,56.68,56.81,55.41,55.96,234312,427392,17.63813343,0.176464502,49.77235051
Brent oil,2017/2/14,55.75,56.46,55.53,56.29,254982,396012,22.90771834,0.170109611,51.53344817
Brent oil,2017/2/15,56.1,56.57,55.9,56.1,189957,422089,30.06971368,0.148035441,50.43693559
Brent oil,2017/2/16,56.05,56.59,55.49,56,182549,454721,-3.316044554,0.121076643,49.83590325
Brent oil,2017/2/17,56.08,56.21,55.45,56.11,210324,468585,-21.40922574,0.107350215,50.53418657
Brent oil,2017/2/20,56.23,56.67,55.99,56.35,174916,472423,45.37672465,0.114517825,52.10082908
Brent oil,2017/2/21,56.3,57.42,56.28,56.76,365653,492296,113.1275983,0.151534981,54.73810048
Brent oil,2017/2/22,56.86,57.09,55.84,56.04,262685,512265,29.58918464,0.121374235,49.57594422
Brent oil,2017/2/23,56.39,57.48,56.36,56.82,246909,508603,112.7752151,0.15858306,54.57391303
Brent oil,2017/2/24,56.63,56.92,56.08,56.31,330680,543082,37.74752475,0.145244299,51.01349415
Brent oil,2017/2/27,56.32,57.06,56.28,56.42,311469,553942,53.61726649,0.141913425,51.74474737
Brent oil,2017/2/28,56.52,56.64,55.62,56.51,394147,570357,-2.111946533,0.144866007,52.3712103
Brent oil,2017/3/1,56.45,57.05,56.24,56.36,254000,570906,46.57496179,0.133562576,51.1786696
Brent oil,2017/3/2,56.31,56.44,55.03,55.03,350125,562464,-120.9379802,0.017087665,42.03817809
Brent oil,2017/3/3,55.18,55.95,55.09,55.9,248708,541374,-91.18531609,-0.004960628,48.51568376
Brent oil,2017/3/6,55.8,56.25,55.32,56.01,224195,521037,-48.37626688,-0.013403473,49.28736872
Brent oil,2017/3/7,55.95,56.65,55.56,55.92,269515,521062,-22.39660803,-0.027044978,48.64492201
Brent oil,2017/3/8,55.63,55.77,52.93,53.11,444133,507579,-362.7199079,-0.261584106,33.82163391
Brent oil,2017/3/9,53.49,53.86,51.5,52.19,504122,509918,-407.4892499,-0.515749131,30.5403266
Brent oil,2017/3/10,52.33,53.02,51.14,51.37,351344,477775,-356.9664576,-0.774416895,27.93856705
Brent oil,2017/3/13,51.49,51.7,50.85,51.35,276760,477077,-301.0924159,-0.969847003,27.87618959
Brent oil,2017/3/14,51.34,51.86,50.25,50.92,411631,465175,-249.2940322,-1.146211366,26.50596921
Brent oil,2017/3/15,51.5,52.15,51.36,51.81,327902,433915,-168.2202528,-1.200329185,33.76307432
Brent oil,2017/3/16,52.08,52.65,51.5,51.74,281525,417948,-132.9708432,-1.234634266,33.48302869
Brent oil,2017/3/17,51.9,52.34,51.69,52.07,198396,452606,-110.9321142,-1.221116774,36.17088602
Brent oil,2017/3/20,51.84,52.12,51.21,51.87,186846,473577,-105.8343315,-1.212564701,35.24143174
Brent oil,2017/3/21,51.85,52.37,50.97,51.07,234435,475713,-99.89250137,-1.255863622,31.72927634
Brent oil,2017/3/22,51.01,51.2,50,50.93,300026,493571,-109.0999416,-1.286643533,31.14432223
Brent oil,2017/3/23,51.02,51.29,50.46,50.6,348040,507859,-90.94538865,-1.32242103,29.75197359
Brent oil,2017/3/24,50.76,51.17,50.52,51.14,264097,527148,-72.66448854,-1.292304584,34.88216499
Brent oil,2017/3/27,51.15,51.19,50.13,50.94,236775,534499,-66.50356296,-1.269936376,33.89485365
Brent oil,2017/3/28,50.98,52,50.92,51.42,293774,545144,-36.94808336,-1.19964862,38.4011449
Brent oil,2017/3/29,51.49,52.61,51.45,52.55,345028,565017,-8.024792202,-1.040766205,47.478209
Brent oil,2017/3/30,52.53,53.27,52.17,53.07,439028,578423,14.81044937,-0.862943615,51.05267606
Brent oil,2017/3/31,53.04,53.77,52.6,53.62,388846,579993,32.53970882,-0.669915164,54.57410774
Brent oil,2017/4/3,53.62,53.74,53.03,53.1,241746,583781,34.43105139,-0.552529167,50.84932582
Brent oil,2017/4/4,53.18,54.38,52.73,54.26,302109,570208,50.25341117,-0.36172784,57.77309782
Brent oil,2017/4/5,54.22,55.09,53.97,54.01,353017,577763,65.16023444,-0.228060386,55.94401401
Brent oil,2017/4/6,54.13,55,54.02,54.9,239472,570776,71.37566399,-0.049739043,60.71266171
Brent oil,2017/4/7,54.88,56.08,54.57,55.26,317775,561359,86.73258132,0.119256186,62.48167436
Brent oil,2017/4/10,55.19,56.05,55.19,56,298898,551460,94.94721628,0.30933215,65.88239368
Brent oil,2017/4/11,56.08,56.3,55.45,56.29,340419,531779,97.42650266,0.477860815,67.13944552
Brent oil,2017/4/12,56.28,56.65,55.5,55.62,373526,506916,89.01888249,0.551005942,61.50148862
Brent oil,2017/4/13,55.66,56.06,55.56,55.64,325309,472571,78.58247332,0.60362955,61.60513569
Brent oil,2017/4/17,55.55,55.98,55.29,55.48,157000,426000,68.53923753,0.62521637,60.20861811
Brent oil,2017/4/18,55.39,55.48,54.61,54.82,373099,403521,46.15652925,0.582354575,54.70019836
Brent oil,2017/4/19,55.32,55.69,53.09,53.58,274127,487753,16.2747257,0.443219498,46.15620515
Brent oil,2017/4/20,53.61,54.03,53.18,53.48,324000,487000,-7.224836925,0.321182393,45.5384544
Brent oil,2017/4/21,53.45,53.77,52.08,52.51,324095,504302,-39.98668344,0.144530161,39.95265601
Brent oil,2017/4/24,52.53,53.06,51.95,52.15,272234,523871,-58.63412501,-0.024237602,38.08549395
Brent oil,2017/4/25,52.18,52.84,51.8,52.42,322573,534597,-63.83712245,-0.134648383,40.33757095
Brent oil,2017/4/26,52.32,52.95,51.85,52.07,421762,561941,-66.86445515,-0.24753833,38.38827242
Brent oil,2017/4/27,52.11,52.28,51.01,52.07,538784,549634,-80.54770294,-0.33316392,38.38827242
Brent oil,2017/4/28,51.95,52.6,51.62,51.89,352782,567257,-67.5300568,-0.41081173,37.31279759
Brent oil,2017/5/1,51.88,51.97,51.22,51.46,121525,572426,-78.65171657,-0.501267289,34.80429175
Brent oil,2017/5/2,51.39,52.16,50.14,51.13,364060,569644,-85.48566473,-0.592749367,32.97224724
Brent oil,2017/5/3,50.99,51.14,50.2,50.62,357189,582193,-93.51064342,-0.698352142,30.31629498
Brent oil,2017/5/4,50.59,50.73,48.16,48.35,541579,565150,-128.5257487,-0.954213551,21.87147841
Brent oil,2017/5/5,48.45,49.63,46.64,49.47,530438,564595,-128.7242916,-1.054455811,31.94438706
Brent oil,2017/5/8,49.27,49.92,48.48,49.45,400718,566370,-98.98962734,-1.122572045,31.86538088
Brent oil,2017/5/9,49.44,49.72,48.39,48.99,332913,539551,-96.21658722,-1.199841778,30.02598072
Brent oil,2017/5/10,48.95,50.63,48.81,50.28,368112,505820,-64.36615911,-1.143801349,40.41369761
Brent oil,2017/5/11,50.28,51.16,50.25,50.77,315588,494318,-34.58449598,-1.047771938,43.82497927
Brent oil,2017/5/12,50.76,51.09,50.33,50.91,304757,476452,-26.66635435,-0.949426708,44.79738483
Brent oil,2017/5/15,50.89,52.63,50.74,51.8,331418,452016,9.35812281,-0.790558773,50.64624271
Brent oil,2017/5/16,51.88,52.36,51.1,51.23,340962,433264,9.986147522,-0.702550461,47.19721028
Brent oil,2017/5/17,51.43,52.82,51.3,52.23,182193,442875,31.6570065,-0.545819728,53.21659008
Brent oil,2017/5/18,52.47,52.93,51.34,52.65,205226,447410,39.10902963,-0.383300553,55.51055032
Brent oil,2017/5/19,52.74,53.97,52.72,53.97,225990,463812,75.94431625,-0.146303472,61.84307268
Brent oil,2017/5/22,53.99,54.53,53.85,53.97,315908,473297,88.1848084,0.041045278,61.84307268
Brent oil,2017/5/23,54.13,54.67,53.48,54.41,293401,500239,85.182901,0.222460449,63.83318711
Brent oil,2017/5/24,54.35,54.85,53.93,54.14,293521,526516,83.6762241,0.340521219,61.70636868
Brent oil,2017/5/25,54.4,54.93,51.35,51.64,393667,531450,34.92111812,0.229708191,46.31794601
Brent oil,2017/5/26,51.79,52.65,51.05,52.58,341994,549121,19.17298028,0.215256864,51.24158523
Brent oil,2017/5/29,52.5,52.96,52.21,52.56,59570,561687,33.39683992,0.199886088,51.13412327
Brent oil,2017/5/30,52.59,52.69,51.6,52.19,370004,568235,19.60515928,0.156049884,49.0833267
Brent oil,2017/5/31,52.18,52.32,50.21,50.98,514958,581843,-15.06591337,0.023402716,43.00849386
Brent oil,2017/6/1,51.17,51.45,50.23,50.4,462917,563868,-38.1963346,-0.127057631,40.42572542
Brent oil,2017/6/2,50.23,50.52,48.95,49.95,477825,550042,-81.14096158,-0.279389155,38.49421986
Brent oil,2017/6/5,49.87,50.74,49.04,49.48,373957,536090,-88.52819939,-0.433046171,36.53099661
Brent oil,2017/6/6,49.57,50.3,49,49.97,355251,537060,-94.25136006,-0.509409403,39.96844858
Brent oil,2017/6/7,49.97,50.14,47.96,48.2,498496,547092,-133.9211811,-0.704629492,33.01304396
Brent oil,2017/6/8,48.26,48.6,47.56,47.87,473717,529176,-149.5529986,-0.875874525,31.89849126
Brent oil,2017/6/9,47.79,48.56,47.4,48.3,313799,505498,-130.4682516,-0.965757391,34.97890137
Brent oil,2017/6/12,48.06,49.15,48.01,48.27,347031,489117,-101.6807075,-1.02756582,34.86042766
Brent oil,2017/6/13,48.32,48.82,47.87,48.23,349413,452299,-95.40540995,-1.067471959,34.69170829
Brent oil,2017/6/14,48.18,48.69,46.74,46.9,491795,430464,-109.6176975,-1.192669396,29.56753626
Brent oil,2017/6/15,47.15,47.46,46.98,47.07,255636,466093,-104.4875352,-1.263605628,30.97103283
Brent oil,2017/6/16,47.08,47.86,47.08,47.55,171397,473598,-84.76128253,-1.266491786,34.91468398
Brent oil,2017/6/19,47.5,48,47,47.05,204951,471018,-79.46782672,-1.294206106,32.81182135
Brent oil,2017/6/20,47.19,47.44,45.68,46.08,260270,489795,-95.43902246,-1.378549734,29.14452366
Brent oil,2017/6/21,46.14,46.86,44.6,44.98,298297,486589,-107.6599437,-1.516670244,25.6441829
Brent oil,2017/6/22,45.06,45.98,44.78,45.5,325575,481028,-94.32806566,-1.566118845,29.92857914
Brent oil,2017/6/23,45.48,45.97,45.24,45.8,255560,505538,-75.04602525,-1.563081495,32.35040265
Brent oil,2017/6/26,45.82,46.42,45.26,46.14,211491,519534,-57.74150665,-1.515766403,35.08860086
Brent oil,2017/6/27,46.1,47.3,46,46.46,324769,520342,-33.29786248,-1.435895417,37.64668575
Brent oil,2017/6/28,46.54,47.7,46.54,47.68,352306,535916,-9.959953398,-1.259633016,46.33059539
Brent oil,2017/6/29,47.61,48.27,47.34,47.5,424068,561566,4.076690299,-1.121539876,45.32756182
Brent oil,2017/6/30,47.6,49,47.6,48.94,334782,572144,27.29079647,-0.885694368,53.9219731
Brent oil,2017/7/3,48.95,49.71,48.54,49.6,268212,584953,48.45990441,-0.638172169,57.23979874
Brent oil,2017/7/4,49.63,49.9,49.29,49.68,150481,584159,57.5142627,-0.430590136,57.63796752
Brent oil,2017/7/5,49.67,49.84,47,48.34,399829,589693,26.49250214,-0.369942217,49.34892024
Brent oil,2017/7/6,48.28,49.18,47.77,47.99,335141,576509,25.29523698,-0.346130403,47.4302544
Brent oil,2017/7/7,47.76,47.76,46.28,46.88,328586,566537,-13.10709907,-0.412076926,41.87034353
Brent oil,2017/7/10,46.84,47.38,46.11,46.99,300756,556435,-15.99388923,-0.450273468,42.58857608
Brent oil,2017/7/11,46.99,48.21,46.29,48.1,316200,543954,9.261795975,-0.386521203,49.38473905
Brent oil,2017/7/12,48.21,48.79,47.35,47.71,366697,522905,24.95746249,-0.363279159,47.26757225
Brent oil,2017/7/13,47.7,48.53,47.18,48.37,293394,515738,28.53622918,-0.288280074,51.08905887
Brent oil,2017/7/14,48.37,49.11,48.15,49.09,325868,498594,60.04483231,-0.168798967,54.92656007
Brent oil,2017/7/17,49.14,49.26,48.31,48.37,245707,468699,53.88560744,-0.130700675,50.64716548
Brent oil,2017/7/18,48.4,49.41,48.24,48.7,274788,432905,58.7747276,-0.073037333,52.47480268
Brent oil,2017/7/19,48.7,49.81,48.58,49.57,325176,395481,82.27770618,0.042374542,56.99621925
Brent oil,2017/7/20,49.65,50.19,49.19,49.28,353389,357565,90.34059104,0.109180148,55.11397593
Brent oil,2017/7/21,49.53,49.85,48.05,48.36,241489,437569,39.07094895,0.08688619,49.52619708
Brent oil,2017/7/24,48.24,49,47.94,48.9,244079,467550,23.76570798,0.111506182,52.56608159
Brent oil,2017/7/25,48.84,51.06,48.84,50.84,262024,482708,122.3109896,0.284282458,61.53013397
Brent oil,2017/7/26,50.74,51.2,50.23,51.01,311139,491662,136.523116,0.429970054,62.20418225
Brent oil,2017/7/27,51,51.67,50.58,51.63,325023,512588,140.0513186,0.588671503,64.63771975
Brent oil,2017/7/28,51.58,52.35,51.33,52.32,439160,509586,156.9316695,0.761344472,67.17105848
Brent oil,2017/7/31,52.3,52.9,51.78,52.68,398842,535856,162.8507495,0.916671221,68.44136719
Brent oil,2017/8/1,52.7,52.93,50.88,51.47,415044,536183,121.9480572,0.931395355,60.03302844
Brent oil,2017/8/2,51.38,52.43,51.18,52.29,429253,537117,116.6087148,0.997730271,63.32165403
Brent oil,2017/8/3,52.24,52.89,51.77,51.93,427663,499097,111.6828416,1.009613977,60.95047883
Brent oil,2017/8/4,51.97,52.52,51.43,52.46,300945,479629,92.34940212,1.049698203,63.13893249
Brent oil,2017/8/7,52.39,52.53,51.37,52.3,295061,465687,75.41222154,1.056377317,62.00912093
Brent oil,2017/8/8,52.24,52.73,51.82,51.99,265528,448347,67.67392392,1.024842409,59.77723996
Brent oil,2017/8/9,51.99,52.85,51.81,52.82,289366,443688,68.52458124,1.054667283,63.55910141
Brent oil,2017/8/10,52.72,53.64,51.67,51.82,481788,429322,55.10173946,0.986243269,56.64831694
Brent oil,2017/8/11,51.94,52.28,51.3,52.05,272923,423798,32.31268098,0.93974305,57.78522819
Brent oil,2017/8/14,52.02,52.38,50.55,50.62,302189,422130,2.959181786,0.778527858,49.15400415
Brent oil,2017/8/15,50.61,50.98,49.98,50.83,216501,421786,-22.46807123,0.660099683,50.32738903
Brent oil,2017/8/16,50.79,51.22,49.99,50.22,208532,445136,-29.80020535,0.511130604,46.93885797
Brent oil,2017/8/17,50.22,50.84,49.81,50.6,236486,449939,-34.45018614,0.418905478,49.23202332
Brent oil,2017/8/18,50.61,52.64,50.54,52.55,194623,465703,18.01349206,0.49743103,59.01951799
Brent oil,2017/8/21,52.63,52.67,50.96,51.32,185867,471834,1.801882371,0.45516551,52.18535254
Brent oil,2017/8/22,51.37,51.93,51.08,51.37,231338,479784,-8.565950694,0.420853031,52.42651206
Brent oil,2017/8/23,51.4,52.29,51.22,52.18,247892,500445,7.885200969,0.453789373,56.27404579
Brent oil,2017/8/24,52.21,52.39,51.26,51.74,267365,508033,2.518601934,0.439323096,53.73189146
Brent oil,2017/8/25,51.91,52.27,51.52,51.91,252443,527427,8.663622691,0.436543841,54.58552023
Brent oil,2017/8/28,52,52.44,51.07,51.61,216539,543156,0.270351769,0.405459879,52.7364426
Brent oil,2017/8/29,51.54,51.79,50.98,51.6,312595,543459,-16.09608771,0.375688002,52.67239185
Brent oil,2017/8/30,51.65,51.69,50.52,50.67,464613,552454,-52.36317686,0.273893078,46.96010484
Brent oil,2017/8/31,50.53,52.9,50.49,52.77,487453,548982,37.44457702,0.358539299,58.02885988
Brent oil,2017/9/1,52.84,52.95,52.24,52.69,280061,558506,93.92958903,0.414389879,57.53626133
Brent oil,2017/9/4,52.85,52.85,51.99,52.2,140306,537015,72.01995542,0.414336745,54.48541632
Brent oil,2017/9/5,52.3,53.66,52.09,53.19,325817,523173,140.958503,0.488547688,59.1933783
Brent oil,2017/9/6,53.16,54.31,53.09,54.17,348243,511097,226.9557707,0.619299309,63.24622258
Brent oil,2017/9/7,54.13,54.67,53.89,54.5,333864,508905,251.3672288,0.741007281,64.52394678
Brent oil,2017/9/8,54.54,54.87,53.57,53.75,337283,495289,193.5103519,0.768088943,59.46426501
Brent oil,2017/9/11,53.82,54.14,53.04,53.93,308724,479765,134.106512,0.794912593,60.26949927
Brent oil,2017/9/12,53.77,54.44,53.42,54.28,311019,460626,138.3037468,0.834789669,61.85617666
Brent oil,2017/9/13,53.99,54.92,53.82,54.75,305250,511547,147.1220677,0.894011996,63.9388387
Brent oil,2017/9/14,54.81,55.66,54.63,55.05,352819,531436,161.6008234,0.954154709,65.24332894
Brent oil,2017/9/15,55.11,55.57,54.61,55.33,286669,547143,141.3266422,1.012737692,66.46274009
Brent oil,2017/9/18,55.41,55.74,54.63,55.19,296173,561444,119.8695967,1.03592678,65.2304386
Brent oil,2017/9/19,55.2,55.63,54.67,55.15,259522,563891,100.2080186,1.039098552,64.86041019
Brent oil,2017/9/20,55.09,56.11,55.02,55.82,328355,576182,107.9348095,1.083189272,68.1223133
Brent oil,2017/9/21,55.93,56.18,55.46,56.1,334531,593201,102.4199142,1.12772543,69.40067606
Brent oil,2017/9/22,56.16,56.47,55.89,56.42,305398,648789,100.5889528,1.175293924,70.83991446
Brent oil,2017/9/25,56.46,58.66,56.23,58.52,389642,664162,136.7696208,1.366690392,78.11479071
Brent oil,2017/9/26,58.55,58.88,57.22,58.03,465830,680547,122.0005063,1.461981751,73.50665815
Brent oil,2017/9/27,58.11,58.34,57.25,57.32,418881,684237,91.54792114,1.463341286,67.31051352
Brent oil,2017/9/28,57.39,58.28,56.56,57.27,467471,679566,71.00536469,1.443741591,66.88294415
Brent oil,2017/9/29,57.29,57.43,56.44,56.53,368634,676659,46.19962367,1.35290147,60.73398174
Brent oil,2017/10/2,56.73,56.76,55.5,56.07,378009,667950,19.22716838,1.229617597,57.21278462
Brent oil,2017/10/3,56.1,56.4,55.7,55.72,300135,660801,9.654269588,1.091094705,54.61806869
Brent oil,2017/10/4,55.67,56.2,55.38,55.74,356177,645339,1.460646598,0.971726687,54.74437236
Brent oil,2017/10/5,55.77,57.24,55.7,56.99,400501,616188,27.59481404,0.966846027,61.88440766
Brent oil,2017/10/6,56.99,57.28,55.13,55.68,429054,630303,3.201659042,0.847502535,52.53064281
Brent oil,2017/10/9,55.5,55.98,55.06,55.77,332797,612045,-16.29322801,0.751521138,53.05562511
Brent oil,2017/10/10,55.78,56.91,55.73,56.55,318335,589444,9.505958398,0.729979916,57.44789614
Brent oil,2017/10/11,56.56,57.09,56.14,56.67,337816,575608,15.34352798,0.714356681,58.09745321
Brent oil,2017/10/12,56.74,56.83,55.88,56.4,372481,555120,2.038554628,0.672436976,56.02518125
Brent oil,2017/10/13,56.44,57.57,56.34,57.2,350370,545548,29.16264356,0.695748467,60.51875061
Brent oil,2017/10/16,57.28,58.47,57.12,57.92,367718,541030,62.45803095,0.763519595,64.07663324
Brent oil,2017/10/17,57.78,58.35,57.18,58.11,427042,507582,59.48020234,0.823072251,64.97365169
Brent oil,2017/10/18,58.16,58.54,57.74,58.2,347852,472400,69.44113537,0.86753006,65.41420223
Brent oil,2017/10/19,58.24,58.3,57.02,57.33,457391,434133,36.05955276,0.823073585,57.84071413
Brent oil,2017/10/20,57.07,57.73,56.37,57.73,246737,536384,19.94982499,0.81077209,60.12649072
Brent oil,2017/10/23,57.78,57.86,57.18,57.23,308671,573815,34.84542158,0.752008558,56.03664122
Brent oil,2017/10/24,57.3,58.36,56.94,58.36,328750,600407,78.4933278,0.787541306,62.2810853
Brent oil,2017/10/25,58.24,58.5,57.68,58.24,269182,631278,107.545962,0.796832875,61.28556844
Brent oil,2017/10/26,58.22,59.29,57.84,59.22,248120,632299,164.6776007,0.873208515,66.05722624
Brent oil,2017/10/27,59.14,60.35,58.58,60.21,345394,642599,221.4202889,1.002070245,70.0704257
Brent oil,2017/10/30,60.23,60.7,59.91,60.53,356789,669688,225.7378423,1.117137751,71.25354144
Brent oil,2017/10/31,60.55,61.19,60.25,61.18,333161,665494,209.4939171,1.246411293,73.54146033
Brent oil,2017/11/1,61.07,61.7,60,60.44,337761,676182,161.4411656,1.274458526,67.00330071
Brent oil,2017/11/2,60.5,60.86,60.02,60.7,289300,661419,130.5893334,1.302649851,68.07716891
Brent oil,2017/11/3,60.88,62.23,60.6,62.09,272739,638854,154.9348143,1.420775249,73.11473678
Brent oil,2017/11/6,62.27,64.44,62.08,64.11,356994,635198,195.5674941,1.658272069,78.43949303
Brent oil,2017/11/7,64.12,64.65,63.5,63.54,389455,611022,170.9835531,1.779977303,73.98655729
Brent oil,2017/11/8,63.69,64.64,62.95,63.49,418072,578023,136.9444377,1.85105716,73.59189876
Brent oil,2017/11/9,63.52,64.25,63.26,63.81,319856,544098,116.5271247,1.911178905,74.5283609
Brent oil,2017/11/10,63.8,64.27,63.35,63.6,307965,520907,99.13016303,1.919750882,72.70623369
Brent oil,2017/11/13,63.68,63.77,62.61,63.13,335154,515186,73.67006454,1.867096438,68.66023573
Brent oil,2017/11/14,63.06,63.17,61.21,61.52,418939,485349,35.615026,1.676132456,56.9657633
Brent oil,2017/11/15,61.55,62.13,61.3,61.84,279411,449454,25.34146104,1.532942641,58.47948778
Brent oil,2017/11/16,61.78,62.01,61.19,61.29,214034,473889,12.98475924,1.359412814,54.90478206
Brent oil,2017/11/17,61.35,62.73,61,62.45,239756,471757,21.6022128,1.300500124,60.40252257
Brent oil,2017/11/20,62.46,62.54,61.31,61.94,173699,506124,12.03381615,1.198839184,57.10617004
Brent oil,2017/11/21,61.97,62.65,61.92,62.5,260460,539499,17.631797,1.150200679,59.7064305
Brent oil,2017/11/22,62.57,63.09,62.32,62.92,247809,558744,22.91182732,1.132490161,61.58723453
Brent oil,2017/11/23,62.92,63.27,62.57,63.12,87730,580022,23.35436482,1.121662945,62.4852327
