,0
0,121180.40344084777
1,118634.6366491703
2,120751.64271803893
3,124637.28676849403
4,124074.53831980743
5,122359.49542857207
6,123136.62423866309
7,122145.11506716766
8,122681.06597067871
9,118983.00473645248
10,117937.90047460594
11,113516.3055206398
12,112712.37916537322
13,106629.33641052284
14,108880.33020526923
15,106468.55113946952
16,107004.50204298057
17,106388.15850394286
18,109041.11547632255
19,113462.71043028869
20,115954.88213161506
21,115365.3361377529
22,113167.93743335761
23,113328.72270441093
24,112578.39143949546
25,113275.12761405982
26,113275.12761405982
27,115075.93406409121
28,111015.02872305934
29,112967.92610414844
30,109183.09473980647
31,104330.56636820437
32,111384.12801218974
33,112269.18055192936
34,113029.93249366847
35,116463.50023972242
36,114819.0636243465
37,112240.29175453252
38,113900.08208585407
39,116306.99458258743
40,115237.48453567154
41,114879.27420365173
42,113970.14276701462
43,114744.66450327262
44,112297.98821822778
45,114002.59300282234
46,111926.30252663644
47,109944.26175883927
48,110704.30045709634
49,106501.24401595253
50,102650.62742823739
51,101977.44271010537
52,105693.42235419412
53,108170.74211691994
54,110971.19054434916
55,109894.0949953379
56,106662.80834830423
57,113179.23641982218
58,118643.35039707356
59,117909.0866080828
